pl_name,hostname,default_flag,pl_rade,pl_radeerr1,pl_radeerr2,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_eqt,pl_eqterr1,pl_eqterr2,st_teff,st_tefferr1,st_tefferr2,st_rad,st_raderr1,st_raderr2,st_mass,st_masserr1,st_masserr2,pl_rade_unc,pl_orbper_unc,pl_eqt_unc,st_teff_unc,st_rad_unc,st_mass_unc,proxy_habitable
Kepler-5 b,Kepler-5,1,15.984034,0.403524,-0.571659,3.5484657,7e-07,-7e-07,1750.0,20.0,-20.0,6297.0,60.0,-60.0,1.793,0.043,-0.062,1.374,0.04,-0.059,0.4875915,7e-07,20.0,0.0525,0.0525,0.0495,0
Kepler-51 b,Kepler-51,1,7.1,0.3,-0.3,45.154,0.0002,-0.0002,543.0,11.0,-11.0,6018.0,107.0,-107.0,0.94,0.5,-0.5,1.04,0.12,-0.12,0.3,0.0002,11.0,0.5,0.5,0.12,0
Kepler-51 c,Kepler-51,1,9.0,2.8,-1.7,85.312,0.003,-0.002,439.0,9.0,-9.0,6018.0,107.0,-107.0,0.94,0.5,-0.5,1.04,0.12,-0.12,2.25,0.0025,9.0,0.5,0.5,0.12,0
Kepler-51 d,Kepler-51,1,9.7,0.5,-0.5,130.194,0.005,-0.002,381.0,8.0,-8.0,6018.0,107.0,-107.0,0.94,0.5,-0.5,1.04,0.12,-0.12,0.5,0.0035,8.0,0.5,0.5,0.12,0
Kepler-538 b,Kepler-538,1,2.215,0.04,-0.034,81.73778,0.00013,-0.00013,417.0,5.0,-5.0,5534.0,61.0,-61.0,0.8717,0.0064,-0.0061,0.892,0.051,-0.035,0.037000000000000005,0.00013,5.0,0.00625,0.00625,0.043,0
Kepler-539 b,Kepler-539,1,8.373123,0.190553,-0.190553,125.63243,0.00071,-0.00071,387.6,6.0,-6.0,5820.0,80.0,-80.0,0.952,0.018,-0.018,1.048,0.042,-0.042,0.190553,0.00071,6.0,0.018,0.018,0.042,0
Kepler-549 d,Kepler-549,1,4.2,0.45,-0.5,24.61480613,3.227e-05,-3.227e-05,586.0,,,5312.0,79.0,-79.0,0.986,0.107,-0.117,0.859,0.06,-0.033,0.475,3.227e-05,0.0,0.112,0.112,0.0465,0
Kepler-553 b,Kepler-553,1,4.74139884,0.17934369,-0.12329879,4.030467,1.8e-06,-1.8e-06,1089.0,19.0,-19.0,5191.0,76.0,-78.0,0.902,0.026,-0.021,0.889,0.046,-0.036,0.15132124,1.8e-06,19.0,0.0235,0.0235,0.040999999999999995,0
Kepler-553 c,Kepler-553,1,11.57887706,0.35868738,-0.28022452,328.24017,0.00039,-0.0004,251.0,4.3,-4.3,5191.0,76.0,-78.0,0.902,0.026,-0.021,0.889,0.046,-0.036,0.31945595,0.000395,4.3,0.0235,0.0235,0.040999999999999995,0
Kepler-58 e,Kepler-58,1,1.61,0.52,-0.22,4.45814897,2.897e-05,-2.897e-05,1212.0,,,6100.0,193.0,-214.0,1.083,0.35,-0.15,1.017,0.167,-0.125,0.37,2.897e-05,0.0,0.25,0.25,0.14600000000000002,0
Kepler-6 b,Kepler-6,1,14.616536,0.201762,-0.369897,3.2346996,4e-07,-4e-07,1460.0,10.0,-10.0,5647.0,44.0,-44.0,1.391,0.017,-0.034,1.209,0.044,-0.038,0.28582949999999996,4e-07,10.0,0.025500000000000002,0.025500000000000002,0.040999999999999995,0
Kepler-61 b,Kepler-61,1,2.15,0.13,-0.13,59.87756,0.0002,-0.0002,273.0,13.0,-13.0,4017.0,68.0,-150.0,0.62,0.02,-0.05,0.635,0.037,-0.037,0.13,0.0002,13.0,0.035,0.035,0.037,0
Kepler-619 d,Kepler-619,1,4.17,1.31,-0.44,11.67894236,2.452e-05,-2.452e-05,830.0,,,6122.0,169.0,-190.0,0.964,0.303,-0.101,1.041,0.139,-0.139,0.875,2.452e-05,0.0,0.202,0.202,0.139,0
Kepler-62 b,Kepler-62,1,1.31,0.04,-0.04,5.714932,9e-06,-9e-06,750.0,41.0,-41.0,4925.0,70.0,-70.0,0.64,0.02,-0.02,0.69,0.02,-0.02,0.04,9e-06,41.0,0.02,0.02,0.02,0
Kepler-62 c,Kepler-62,1,0.54,0.03,-0.03,12.4417,0.0001,-0.0001,578.0,31.0,-31.0,4925.0,70.0,-70.0,0.64,0.02,-0.02,0.69,0.02,-0.02,0.03,0.0001,31.0,0.02,0.02,0.02,0
Kepler-62 d,Kepler-62,1,1.95,0.07,-0.07,18.16406,2e-05,-2e-05,510.0,28.0,-28.0,4925.0,70.0,-70.0,0.64,0.02,-0.02,0.69,0.02,-0.02,0.07,2e-05,28.0,0.02,0.02,0.02,0
Kepler-62 e,Kepler-62,1,1.61,0.05,-0.05,122.3874,0.0008,-0.0008,270.0,15.0,-15.0,4925.0,70.0,-70.0,0.64,0.02,-0.02,0.69,0.02,-0.02,0.05,0.0008,15.0,0.02,0.02,0.02,0
Kepler-62 f,Kepler-62,1,1.41,0.07,-0.07,267.291,0.005,-0.005,208.0,11.0,-11.0,4925.0,70.0,-70.0,0.64,0.02,-0.02,0.69,0.02,-0.02,0.07,0.005,11.0,0.02,0.02,0.02,1
Kepler-656 c,Kepler-656,1,1.41,0.38,-0.11,5.25449393,5.613e-05,-5.613e-05,975.0,,,5550.0,166.0,-183.0,0.954,0.252,-0.079,1.05,0.075,-0.113,0.245,5.613e-05,0.0,0.1655,0.1655,0.094,0
Kepler-68 b,Kepler-68,1,2.357,0.023,-0.023,5.39875259,5.2e-07,-5.2e-07,1275.0,17.0,-17.0,5847.0,75.0,-75.0,1.2564,0.0084,-0.0084,1.057,0.022,-0.02,0.023,5.2e-07,17.0,0.0084,0.0084,0.020999999999999998,0
Kepler-68 c,Kepler-68,1,0.979,0.019,-0.019,9.605027,1.3e-05,-1.3e-05,1052.0,14.0,-14.0,5847.0,75.0,-75.0,1.2564,0.0084,-0.0084,1.057,0.022,-0.02,0.019,1.3e-05,14.0,0.0084,0.0084,0.020999999999999998,0
Kepler-69 b,Kepler-69,1,2.24,0.44,-0.29,13.722341,3.5e-05,-3.6e-05,779.0,50.0,-51.0,5638.0,168.0,-168.0,0.93,0.18,-0.12,0.81,0.09,-0.081,0.365,3.5499999999999996e-05,50.5,0.15,0.15,0.08549999999999999,0
Kepler-69 c,Kepler-69,1,1.71,0.34,-0.23,242.4613,0.0059,-0.0064,299.0,19.0,-20.0,5638.0,168.0,-168.0,0.93,0.18,-0.12,0.81,0.09,-0.081,0.28500000000000003,0.00615,19.5,0.15,0.15,0.08549999999999999,0
Kepler-7 b,Kepler-7,1,18.180998,0.145717,-0.145717,4.8854892,9e-07,-9e-07,1630.0,10.0,-10.0,5933.0,44.0,-44.0,1.966,0.013,-0.013,1.359,0.031,-0.031,0.145717,9e-07,10.0,0.013,0.013,0.031,0
Kepler-725 b,Kepler-725,1,10.8,0.6,-0.6,39.64372,0.000125,-0.000146,514.0,16.0,-16.0,5395.0,64.0,-64.0,0.88,0.05,-0.03,0.95,0.01,-0.01,0.6,0.0001355,16.0,0.04,0.04,0.01,0
Kepler-730 b,Kepler-730,1,12.3299,0.526823,-0.56045,6.491682808,,,1219.0,21.0,-22.0,5620.0,55.0,-59.0,1.411,0.049,-0.051,1.047,0.072,-0.054,0.5436365000000001,0.0,21.5,0.05,0.05,0.063,0
Kepler-730 c,Kepler-730,1,1.56926,0.134508,-0.134508,2.85188338,,,1607.0,27.0,-29.0,5620.0,55.0,-59.0,1.411,0.049,-0.051,1.047,0.072,-0.054,0.134508,0.0,28.0,0.05,0.05,0.063,0
Kepler-74 b,Kepler-74,1,10.76,0.22,-0.22,7.340711,6e-06,-6e-06,1078.0,19.0,-19.0,6000.0,100.0,-100.0,1.12,0.04,-0.04,1.18,0.04,-0.04,0.22,6e-06,19.0,0.04,0.04,0.04,0
Kepler-75 b,Kepler-75,1,11.77,0.34,-0.34,8.8849116,3.4e-06,-3.4e-06,767.0,16.0,-16.0,5200.0,100.0,-100.0,0.89,0.02,-0.02,0.91,0.04,-0.04,0.34,3.4e-06,16.0,0.02,0.02,0.04,0
Kepler-76 b,Kepler-76,1,15.24424,1.34508,-1.34508,1.5449298,4e-07,-4e-07,2140.0,40.0,-40.0,6409.0,95.0,-95.0,1.32,0.08,-0.08,1.2,0.2,-0.2,1.34508,4e-07,40.0,0.08,0.08,0.2,0
Kepler-763 c,Kepler-763,1,1.42,0.07,-0.1,4.09667624,1.956e-05,-1.956e-05,938.0,,,4999.0,79.0,-79.0,0.843,0.04,-0.06,0.8,0.048,-0.028,0.085,1.956e-05,0.0,0.05,0.05,0.038,0
Kepler-763 d,Kepler-763,1,1.67,0.08,-0.12,6.50327035,3.134e-05,-3.134e-05,804.0,,,4999.0,79.0,-79.0,0.843,0.04,-0.06,0.8,0.048,-0.028,0.1,3.134e-05,0.0,0.05,0.05,0.038,0
Kepler-77 b,Kepler-77,1,10.761,0.179,-0.179,3.57878087,2.3e-07,-2.3e-07,1440.0,100.0,-120.0,5520.0,60.0,-60.0,0.99,0.02,-0.02,0.95,0.04,-0.04,0.179,2.3e-07,110.0,0.02,0.02,0.04,0
Kepler-78 b,Kepler-78,1,1.201,0.028,-0.028,0.35500745,8e-08,-8e-08,2223.0,32.0,-32.0,5058.0,50.0,-50.0,0.7475,0.0077,-0.0078,0.779,0.032,-0.046,0.028,8e-08,32.0,0.00775,0.00775,0.039,0
Kepler-784 c,Kepler-784,1,1.55,0.24,-0.36,17.157236,0.0001862,-0.0001862,844.0,,,5676.0,115.0,-104.0,1.487,0.229,-0.344,1.016,0.093,-0.084,0.3,0.0001862,0.0,0.2865,0.2865,0.0885,0
Kepler-8 b,Kepler-8,1,15.871944,0.594077,-0.694958,3.5224991,7e-07,-7e-07,1680.0,40.0,-40.0,6213.0,150.0,-150.0,1.486,0.053,-0.062,1.213,0.067,-0.062,0.6445175,7e-07,40.0,0.057499999999999996,0.057499999999999996,0.0645,0
Kepler-80 g,Kepler-80,1,1.13,0.14,-0.14,14.64558,0.00012,-0.00012,418.0,36.0,-36.0,4540.0,100.0,-100.0,0.678,0.023,-0.023,0.83,0.03,-0.03,0.14,0.00012,36.0,0.023,0.023,0.03,0
Kepler-849 b,Kepler-849,1,8.08167508,0.30264248,-0.32506044,394.62508,0.00081,-0.00079,362.7,6.0,-5.8,5950.0,140.0,-130.0,1.822,0.066,-0.073,1.259,0.12,-0.098,0.31385145999999997,0.0007999999999999999,5.9,0.0695,0.0695,0.109,0
Kepler-864 c,Kepler-864,1,1.62,0.47,-0.19,2.42150341,1.597e-05,-1.597e-05,1532.0,,,6213.0,173.0,-259.0,1.195,0.351,-0.14,1.27,0.142,-0.156,0.32999999999999996,1.597e-05,0.0,0.2455,0.2455,0.149,0
Kepler-865 c,Kepler-865,1,0.89,0.19,-0.13,6.20920207,4.79e-05,-4.79e-05,914.0,,,5440.0,162.0,-162.0,0.885,0.193,-0.129,0.782,0.116,-0.062,0.16,4.79e-05,0.0,0.161,0.161,0.089,0
Kepler-87 b,Kepler-87,1,13.49,0.55,-0.55,114.73635,0.00015,-0.00015,478.0,4.0,-4.0,5600.0,50.0,-50.0,1.82,0.04,-0.04,1.1,0.05,-0.05,0.55,0.00015,4.0,0.04,0.04,0.05,0
Kepler-87 c,Kepler-87,1,6.14,0.29,-0.29,191.2318,0.0015,-0.0015,403.0,4.0,-4.0,5600.0,50.0,-50.0,1.82,0.04,-0.04,1.1,0.05,-0.05,0.29,0.0015,4.0,0.04,0.04,0.05,0
Kepler-880 c,Kepler-880,1,2.87,0.58,-0.94,11.8061737,0.0001518,-0.0001518,1407.0,,,6900.0,184.0,-204.0,2.599,0.523,-0.85,1.714,0.17,-0.316,0.76,0.0001518,0.0,0.6865,0.6865,0.243,0
Kepler-896 c,Kepler-896,1,3.15,0.73,-0.25,29.5422566,0.0002958,-0.0002958,515.0,,,5510.0,166.0,-149.0,0.803,0.188,-0.063,0.877,0.083,-0.092,0.49,0.0002958,0.0,0.1255,0.1255,0.0875,0
Kepler-9 d,Kepler-9,1,1.64,0.19,-0.14,1.592851,4.5e-05,-4.5e-05,2026.0,60.0,-60.0,5777.0,61.0,-61.0,1.02,0.05,-0.05,1.07,0.05,-0.05,0.165,4.5e-05,60.0,0.05,0.05,0.05,0
Kepler-90 i,KOI-351,1,1.32,0.21,-0.21,14.44912,0.0002,-0.0002,709.0,75.0,-75.0,6015.0,60.0,-60.0,1.29,0.167,-0.167,1.12,0.046,-0.046,0.21,0.0002,75.0,0.167,0.167,0.046,0
Kepler-91 b,Kepler-91,1,15.322703,0.773421,-0.67254,6.24658,8e-05,-8e-05,2040.0,50.0,-50.0,4550.0,75.0,-75.0,6.3,0.16,-0.16,1.31,0.1,-0.1,0.7229805,8e-05,50.0,0.16,0.16,0.1,0
Kepler-93 b,Kepler-93,1,1.478,0.019,-0.019,4.72673978,9.7e-07,-9.7e-07,1133.0,17.0,-17.0,5669.0,75.0,-75.0,0.919,0.011,-0.011,0.911,0.033,-0.033,0.019,9.7e-07,17.0,0.011,0.011,0.033,0
Kepler-949 c,Kepler-949,1,2.97,0.61,-0.43,20.99757968,3.334e-05,-3.334e-05,582.0,,,5211.0,181.0,-163.0,0.895,0.186,-0.129,0.817,0.104,-0.064,0.52,3.334e-05,0.0,0.1575,0.1575,0.08399999999999999,0
Kepler-975 c,Kepler-975,1,10.69,6.94,-6.3,5.05821338,4.738e-06,-4.738e-06,1168.0,,,4883.0,146.0,-132.0,1.667,1.082,-0.983,0.951,0.198,-0.144,6.62,4.738e-06,0.0,1.0325,1.0325,0.17099999999999999,0
L 168-9 b,L 168-9,1,1.63,0.14,-0.14,1.40152604,7.4e-07,-8.2e-07,998.0,39.0,-39.0,3842.0,32.0,-32.0,0.604,0.037,-0.037,0.614,0.055,-0.055,0.14,7.799999999999999e-07,39.0,0.037,0.037,0.055,0
L 98-59 b,L 98-59,1,0.837,0.019,-0.019,2.253114,4e-07,-4e-07,620.0,13.0,-13.0,3415.0,60.0,-60.0,0.3155,0.0062,-0.0062,0.2923,0.0067,-0.0067,0.019,4e-07,13.0,0.0062,0.0062,0.0067,0
L 98-59 c,L 98-59,1,1.329,0.029,-0.029,3.6906764,4e-07,-4e-07,526.0,11.0,-11.0,3415.0,60.0,-60.0,0.3155,0.0062,-0.0062,0.2923,0.0067,-0.0067,0.029,4e-07,11.0,0.0062,0.0062,0.0067,0
L 98-59 d,L 98-59,1,1.627,0.041,-0.041,7.450729,2e-06,-2e-06,416.0,9.0,-9.0,3415.0,60.0,-60.0,0.3155,0.0062,-0.0062,0.2923,0.0067,-0.0067,0.041,2e-06,9.0,0.0062,0.0062,0.0067,0
LHS 1140 b,LHS 1140,1,1.73,0.025,-0.025,24.73723,2e-05,-2e-05,226.0,4.0,-4.0,3096.0,48.0,-48.0,0.2159,0.003,-0.003,0.1844,0.0045,-0.0045,0.025,2e-05,4.0,0.003,0.003,0.0045,0
LHS 1140 c,LHS 1140,1,1.272,0.026,-0.026,3.77794,2e-06,-2e-06,422.0,7.0,-7.0,3096.0,48.0,-48.0,0.2159,0.003,-0.003,0.1844,0.0045,-0.0045,0.026,2e-06,7.0,0.003,0.003,0.0045,0
LHS 1478 b,LHS 1478,1,1.242,0.051,-0.049,1.9495378,4e-06,-4.1e-06,595.0,10.0,-10.0,3381.0,54.0,-54.0,0.246,0.008,-0.008,0.236,0.012,-0.012,0.05,4.05e-06,10.0,0.008,0.008,0.012,0
LHS 1903 b,LHS 1903,1,1.382,0.046,-0.046,2.1555098,2.6e-06,-2.9e-06,796.0,20.0,-20.0,3664.0,70.0,-70.0,0.539,0.014,-0.014,0.538,0.039,-0.03,0.046,2.75e-06,20.0,0.014,0.014,0.0345,0
LHS 1903 c,LHS 1903,1,2.046,0.078,-0.074,6.226185,2.8e-05,-2.6e-05,559.0,14.0,-14.0,3664.0,70.0,-70.0,0.539,0.014,-0.014,0.538,0.039,-0.03,0.076,2.7e-05,14.0,0.014,0.014,0.0345,0
LHS 1903 d,LHS 1903,1,2.5,0.078,-0.077,12.566287,3.2e-05,-2.8e-05,442.0,11.0,-11.0,3664.0,70.0,-70.0,0.539,0.014,-0.014,0.538,0.039,-0.03,0.0775,2.9999999999999997e-05,11.0,0.014,0.014,0.0345,0
LHS 1903 e,LHS 1903,1,1.732,0.059,-0.058,29.31773,0.00028,-0.00025,333.0,9.0,-8.0,3664.0,70.0,-70.0,0.539,0.014,-0.014,0.538,0.039,-0.03,0.058499999999999996,0.000265,8.5,0.014,0.014,0.0345,0
LHS 3844 b,LHS 3844,1,1.303,0.022,-0.022,0.46292913,1.9e-06,-1.9e-06,805.0,20.0,-20.0,3036.0,77.0,-77.0,0.189,0.006,-0.006,0.151,0.014,-0.014,0.022,1.9e-06,20.0,0.006,0.006,0.014,0
LHS 475 b,LHS 475,1,0.991,0.05,-0.05,2.029088,6e-06,-6e-06,586.0,12.0,-12.0,3300.0,80.0,-30.0,0.2789,0.0014,-0.0014,0.262,,,0.05,6e-06,12.0,0.0014,0.0014,0.0,0
LP 714-47 b,LP 714-47,1,4.7,0.3,-0.3,4.052037,4e-06,-4e-06,700.0,19.0,-24.0,3950.0,51.0,-51.0,0.584,0.016,-0.016,0.59,0.02,-0.02,0.3,4e-06,21.5,0.016,0.016,0.02,0
LP 791-18 b,LP 791-18,1,1.212,0.059,-0.058,0.9479981,2.1e-06,-2.1e-06,564.3,3.5,-3.4,2960.0,55.0,-55.0,0.182,0.007,-0.007,0.139,0.005,-0.005,0.058499999999999996,2.1e-06,3.45,0.007,0.007,0.005,0
LP 890-9 b,LP 890-9,1,1.32,0.053,-0.027,2.7299025,3.4e-06,-4e-06,396.0,3.0,-3.0,2850.0,75.0,-75.0,0.1556,0.0086,-0.0086,0.118,0.002,-0.002,0.04,3.7e-06,3.0,0.0086,0.0086,0.002,0
LP 890-9 c,LP 890-9,1,1.367,0.055,-0.039,8.457463,2.4e-05,-2.4e-05,272.0,2.0,-2.0,2850.0,75.0,-75.0,0.1556,0.0086,-0.0086,0.118,0.002,-0.002,0.047,2.4e-05,2.0,0.0086,0.0086,0.002,1
LTT 1445 A c,LTT 1445 A,1,1.147,0.055,-0.054,3.1239035,3.4e-06,-3.6e-06,508.0,25.0,-25.0,3340.0,150.0,-150.0,0.265,0.011,-0.01,0.257,0.014,-0.014,0.0545,3.5e-06,25.0,0.010499999999999999,0.010499999999999999,0.014,0
LTT 3780 b,LTT 3780,1,1.325,0.057,-0.058,0.76837931,3.9e-07,-4.2e-07,903.0,26.0,-26.0,3358.0,92.0,-92.0,0.38,0.012,-0.012,0.381,0.024,-0.034,0.0575,4.0500000000000004e-07,26.0,0.012,0.012,0.029,0
LTT 3780 c,LTT 3780,1,2.39,0.1,-0.11,12.252284,1.3e-05,-1.3e-05,359.0,10.0,-10.0,3358.0,92.0,-92.0,0.38,0.012,-0.012,0.381,0.024,-0.034,0.10500000000000001,1.3e-05,10.0,0.012,0.012,0.029,0
LTT 9779 b,LTT 9779,1,4.72,0.23,-0.23,0.792052,9.3e-06,-9.3e-06,1978.0,19.0,-19.0,5443.0,14.0,-13.0,0.949,0.006,-0.006,1.02,0.02,-0.03,0.23,9.3e-06,19.0,0.006,0.006,0.025,0
MASCARA-1 b,MASCARA-1,1,17.90074218,0.20176165,-0.21297063,2.14877381,8.8e-07,-8.7e-07,2594.3,1.6,-1.5,7490.0,150.0,-150.0,2.082,0.022,-0.024,1.9,0.063,-0.068,0.20736613999999998,8.750000000000001e-07,1.55,0.023,0.023,0.0655,0
MASCARA-4 b,MASCARA-4,1,16.98160576,0.49319515,-0.49319515,2.8240932,4.6e-06,-4.6e-06,2250.0,62.0,-62.0,7800.0,200.0,-200.0,1.79,0.04,-0.04,1.75,0.05,-0.05,0.49319515,4.6e-06,62.0,0.04,0.04,0.05,0
NGTS-1 b,NGTS-1,1,14.90797,6.83749,-3.69897,2.647298,2e-05,-2e-05,790.0,20.0,-20.0,3916.0,71.0,-63.0,0.573,0.077,-0.077,0.617,0.023,-0.062,5.26823,2e-05,20.0,0.077,0.077,0.042499999999999996,0
NGTS-10 b,NGTS-10,1,13.506845,1.311453,-0.930347,0.7668944,3e-07,-3e-07,1332.0,49.0,-54.0,4600.0,150.0,-150.0,0.697,0.036,-0.036,0.696,0.04,-0.04,1.1209,3e-07,51.5,0.036,0.036,0.04,0
NGTS-11 b,NGTS-11,1,9.157753,0.313852,-0.358688,35.45533,0.00019,-0.00019,435.0,34.0,-32.0,5050.0,80.0,-80.0,0.832,0.013,-0.013,0.862,0.028,-0.028,0.33627,0.00019,33.0,0.013,0.013,0.028,0
NGTS-12 b,NGTS-12,1,11.747032,0.358688,-0.358688,7.532806,4.8e-05,-4.8e-05,1257.0,34.0,-34.0,5690.0,130.0,-130.0,1.589,0.04,-0.04,1.021,0.056,-0.049,0.358688,4.8e-05,34.0,0.04,0.04,0.052500000000000005,0
NGTS-13 b,NGTS-13,1,12.800678,0.515614,-0.515614,4.119027,2.3e-05,-2.3e-05,1605.0,30.0,-30.0,5819.0,73.0,-73.0,1.788,0.057,-0.057,1.3,0.11,-0.18,0.515614,2.3e-05,30.0,0.057,0.057,0.145,0
NGTS-14 A b,NGTS-14 A,1,4.976796,0.33627,-0.33627,3.5357173,6.9e-06,-6.9e-06,1143.0,139.0,-139.0,5187.0,11.0,-11.0,0.842,0.006,-0.006,0.898,0.035,-0.035,0.33627,6.9e-06,139.0,0.006,0.006,0.035,0
NGTS-15 b,NGTS-15,1,12.32987877,1.12089807,-1.12089807,3.27623,1e-05,-1e-05,1146.0,47.0,-47.0,5600.0,150.0,-150.0,0.954,0.082,-0.082,0.995,0.025,-0.025,1.12089807,1e-05,47.0,0.082,0.082,0.025,0
NGTS-16 b,NGTS-16,1,14.57167491,1.45716749,-1.34507768,4.84532,2e-05,-2e-05,1177.0,59.0,-59.0,5550.0,150.0,-150.0,1.213,0.11,-0.107,1.002,0.031,-0.031,1.401122585,2e-05,59.0,0.1085,0.1085,0.031,0
NGTS-17 b,NGTS-17,1,13.89913607,1.23298788,-1.23298788,3.24253,1e-05,-1e-05,1457.0,50.0,-50.0,5650.0,100.0,-100.0,1.337,0.125,-0.125,1.025,0.034,-0.033,1.23298788,1e-05,50.0,0.125,0.125,0.0335,0
NGTS-18 b,NGTS-18,1,13.56286665,2.01761653,-2.01761653,3.05125,1e-05,-1e-05,1381.0,55.0,-53.0,5610.0,150.0,-150.0,1.392,0.209,-0.209,1.003,0.03,-0.025,2.01761653,1e-05,54.0,0.209,0.209,0.0275,0
NGTS-2 b,NGTS-2,1,17.878355,0.526823,-0.504405,4.511164,6.1e-05,-6.1e-05,1468.0,45.0,-42.0,6478.0,94.0,-89.0,1.702,0.047,-0.044,1.64,0.19,-0.22,0.515614,6.1e-05,43.5,0.0455,0.0455,0.20500000000000002,0
NGTS-20 b,NGTS-20,1,11.99360935,0.44835923,-0.44835923,54.18915,0.00015,-0.00015,688.0,14.0,-13.0,5980.0,80.0,-80.0,1.78,0.05,-0.05,1.47,0.09,-0.09,0.44835923,0.00015,13.5,0.05,0.05,0.09,0
NGTS-21 b,NGTS-21,1,14.90794433,0.33626942,-0.33626942,1.5433897,1.6e-06,-1.6e-06,1357.0,15.0,-15.0,4660.0,41.0,-41.0,0.86,0.04,-0.04,0.72,0.04,-0.04,0.33626942,1.6e-06,15.0,0.04,0.04,0.04,0
NGTS-23 b,NGTS-23,1,14.20177855,0.33626942,-0.33626942,4.0764326,4.1e-06,-4.1e-06,1327.0,17.0,-16.0,6057.0,64.0,-64.0,1.24,0.03,-0.03,1.01,0.06,-0.07,0.33626942,4.1e-06,16.5,0.03,0.03,0.065,0
NGTS-24 b,NGTS-24,1,13.60770257,0.65012088,-0.6949568,3.4678796,7e-06,-7e-06,1499.0,41.0,-36.0,5820.0,93.0,-8.0,1.64,0.03,-0.09,1.26,0.05,-0.21,0.6725388400000001,7e-06,38.5,0.06,0.06,0.13,0
NGTS-25 b,NGTS-25,1,11.46678726,0.39231432,-0.582867,2.823093,3.3e-06,-3.3e-06,1101.0,15.0,-14.0,5321.0,58.0,-58.0,0.86,0.02,-0.05,0.91,0.03,-0.04,0.48759066,3.3e-06,14.5,0.035,0.035,0.035,0
NGTS-26 b,NGTS-26,1,14.88552637,0.66132986,-0.53803107,4.5199279,9e-06,-9.2e-06,1331.0,85.0,-72.0,5550.0,100.0,-100.0,1.16,0.05,-0.02,0.96,0.04,-0.03,0.599680465,9.100000000000001e-06,78.5,0.035,0.035,0.035,0
NGTS-27 b,NGTS-27,1,15.64773706,0.42594127,-0.39231432,3.3704181,5.9e-06,-5.7e-06,1783.0,104.0,-88.0,5700.0,80.0,-80.0,1.77,0.03,-0.03,1.07,0.06,-0.06,0.40912779499999996,5.8e-06,96.0,0.03,0.03,0.06,0
NGTS-30 b,NGTS-30,1,10.40193409,0.35868738,-0.35868738,98.29838,0.0001,-9e-05,500.0,55.0,-84.0,5455.0,80.0,-80.0,0.913,0.029,-0.029,0.94,0.06,-0.06,0.35868738,9.5e-05,69.5,0.029,0.029,0.06,0
NGTS-31 b,NGTS-31,1,18.04645893,1.79343691,-1.79343691,4.162734,4e-06,-4e-06,1410.0,20.0,-20.0,5710.0,70.0,-70.0,1.7,0.2,-0.21,0.96,0.11,-0.05,1.79343691,4e-06,20.0,0.20500000000000002,0.20500000000000002,0.08,0
NGTS-32 b,NGTS-32,1,15.91675259,0.33626942,-0.33626942,3.31211,2e-05,-2e-05,1750.0,20.0,-20.0,5680.0,60.0,-60.0,1.85,0.06,-0.05,1.07,0.06,-0.04,0.33626942,2e-05,20.0,0.055,0.055,0.05,0
NGTS-33 b,NGTS-33,1,18.38272835,0.78462865,-0.78462865,2.827972,1e-06,-1e-06,1991.0,21.0,-21.0,7437.0,72.0,-72.0,1.47,0.06,-0.06,1.6,0.11,-0.11,0.78462865,1e-06,21.0,0.06,0.06,0.11,0
NGTS-34 b,NGTS-34,1,3.65,0.22,-0.22,43.12655,0.00012,-0.00017,624.0,19.0,-16.0,6134.0,55.0,-50.0,1.367,0.061,-0.061,1.266,0.063,-0.081,0.22,0.000145,17.5,0.061,0.061,0.07200000000000001,0
NGTS-35 b,NGTS-35,1,10.9,0.65,-0.65,25.241192,2.2e-05,-2.2e-05,451.0,11.0,-10.0,4717.0,18.0,-84.0,0.753,0.051,-0.033,0.789,0.035,-0.048,0.65,2.2e-05,10.5,0.041999999999999996,0.041999999999999996,0.0415,0
NGTS-4 b,NGTS-4,1,3.18,0.26,-0.26,1.3373508,8e-06,-8e-06,1650.0,400.0,-400.0,5143.0,100.0,-100.0,0.84,0.01,-0.01,0.75,0.02,-0.02,0.26,8e-06,400.0,0.01,0.01,0.02,0
NGTS-5 b,NGTS-5,1,12.733424,0.257807,-0.257807,3.3569866,2.6e-06,-2.6e-06,952.0,24.0,-24.0,4987.0,41.0,-41.0,0.739,0.014,-0.012,0.661,0.068,-0.061,0.257807,2.6e-06,24.0,0.013000000000000001,0.013000000000000001,0.0645,0
NGTS-6 b,NGTS-6,1,14.863134,1.087273,-1.255408,0.882059,8e-07,-8e-07,1283.9,12.49,-12.14,4730.0,44.0,-40.0,0.754,0.013,-0.013,0.767,0.025,-0.025,1.1713405,8e-07,12.315000000000001,0.013,0.013,0.025,0
NGTS-8 b,NGTS-8,1,12.21781,0.33627,-0.33627,2.4997,1e-05,-1e-05,1345.0,19.0,-19.0,5241.0,50.0,-50.0,0.98,0.02,-0.02,0.89,0.05,-0.04,0.33627,1e-05,19.0,0.02,0.02,0.045,0
NGTS-9 b,NGTS-9,1,11.99363,0.67254,-0.67254,4.43527,2e-05,-2e-05,1448.0,36.0,-36.0,6330.0,130.0,-130.0,1.38,0.04,-0.04,1.34,0.05,-0.05,0.67254,2e-05,36.0,0.04,0.04,0.05,0
